turn, assassin, algorithm, data, seed
8, False, 1, AI_dataset\cosine_sim_mat_wiki_5k.npz, 1696251944
2, True, 1, AI_dataset\cosine_sim_mat_wiki_5k.npz, 455337404
7, False, 1, AI_dataset\cosine_sim_mat_wiki_5k.npz, 1866489504
6, False, 1, AI_dataset\cosine_sim_mat_wiki_5k.npz, 1541602398
6, False, 1, AI_dataset\cosine_sim_mat_wiki_5k.npz, 74790506
6, True, 1, AI_dataset\cosine_sim_mat_wiki_5k.npz, 108985696
8, False, 1, AI_dataset\cosine_sim_mat_wiki_5k.npz, 22806697
2, True, 1, AI_dataset\cosine_sim_mat_wiki_5k.npz, 635731936
5, True, 1, AI_dataset\cosine_sim_mat_wiki_5k.npz, 380733588
8, False, 1, AI_dataset\cosine_sim_mat_wiki_5k.npz, 543492068
6, True, 1, AI_dataset\cosine_sim_mat_wiki_5k.npz, 292650046
2, True, 1, AI_dataset\cosine_sim_mat_wiki_5k.npz, 602578912
5, False, 1, AI_dataset\cosine_sim_mat_wiki_5k.npz, 2099750809
2, True, 1, AI_dataset\cosine_sim_mat_wiki_5k.npz, 378107738
8, False, 1, AI_dataset\cosine_sim_mat_wiki_5k.npz, 759120137
7, True, 1, AI_dataset\cosine_sim_mat_wiki_5k.npz, 1083396792
5, False, 1, AI_dataset\cosine_sim_mat_wiki_5k.npz, 1969078141
5, True, 1, AI_dataset\cosine_sim_mat_wiki_5k.npz, 324193626
7, False, 1, AI_dataset\cosine_sim_mat_wiki_5k.npz, 1618466265
8, False, 1, AI_dataset\cosine_sim_mat_wiki_5k.npz, 1019987559
7, False, 1, AI_dataset\cosine_sim_mat_wiki_5k.npz, 1337411724
8, False, 1, AI_dataset\cosine_sim_mat_wiki_5k.npz, 386018165
6, False, 1, AI_dataset\cosine_sim_mat_wiki_5k.npz, 173106540
9, True, 1, AI_dataset\cosine_sim_mat_wiki_5k.npz, 388548985
5, False, 1, AI_dataset\cosine_sim_mat_wiki_5k.npz, 1464261785
1, True, 1, AI_dataset\cosine_sim_mat_wiki_5k.npz, 1035216454
8, False, 1, AI_dataset\cosine_sim_mat_wiki_5k.npz, 974200336
6, True, 1, AI_dataset\cosine_sim_mat_wiki_5k.npz, 529450983
6, False, 1, AI_dataset\cosine_sim_mat_wiki_5k.npz, 1565515385
5, False, 1, AI_dataset\cosine_sim_mat_wiki_5k.npz, 1782039061
6, True, 1, AI_dataset\cosine_sim_mat_wiki_5k.npz, 1410169280
9, False, 1, AI_dataset\cosine_sim_mat_wiki_5k.npz, 833774985
5, False, 1, AI_dataset\cosine_sim_mat_wiki_5k.npz, 592495410
3, False, 1, AI_dataset\cosine_sim_mat_wiki_5k.npz, 1176310965
7, False, 1, AI_dataset\cosine_sim_mat_wiki_5k.npz, 880351464
5, False, 1, AI_dataset\cosine_sim_mat_wiki_5k.npz, 13829359
8, False, 1, AI_dataset\cosine_sim_mat_wiki_5k.npz, 1004022083
2, True, 1, AI_dataset\cosine_sim_mat_wiki_5k.npz, 455284506
6, True, 1, AI_dataset\cosine_sim_mat_wiki_5k.npz, 1751428285
5, False, 1, AI_dataset\cosine_sim_mat_wiki_5k.npz, 1006446826
5, True, 1, AI_dataset\cosine_sim_mat_wiki_5k.npz, 1103781702
5, False, 1, AI_dataset\cosine_sim_mat_wiki_5k.npz, 806576431
9, True, 1, AI_dataset\cosine_sim_mat_wiki_5k.npz, 1287285293
4, True, 1, AI_dataset\cosine_sim_mat_wiki_5k.npz, 1087686358
9, True, 1, AI_dataset\cosine_sim_mat_wiki_5k.npz, 1006883161
4, True, 1, AI_dataset\cosine_sim_mat_wiki_5k.npz, 1825948365
7, True, 1, AI_dataset\cosine_sim_mat_wiki_5k.npz, 1679966882
6, False, 1, AI_dataset\cosine_sim_mat_wiki_5k.npz, 2065592372
2, True, 1, AI_dataset\cosine_sim_mat_wiki_5k.npz, 374866720
8, False, 1, AI_dataset\cosine_sim_mat_wiki_5k.npz, 751520997
7, False, 1, AI_dataset\cosine_sim_mat_wiki_5k.npz, 615028379
8, False, 1, AI_dataset\cosine_sim_mat_wiki_5k.npz, 991903968
7, False, 1, AI_dataset\cosine_sim_mat_wiki_5k.npz, 2052013242
3, True, 1, AI_dataset\cosine_sim_mat_wiki_5k.npz, 694767287
3, False, 1, AI_dataset\cosine_sim_mat_wiki_5k.npz, 215278142
7, False, 1, AI_dataset\cosine_sim_mat_wiki_5k.npz, 693369938
1, True, 1, AI_dataset\cosine_sim_mat_wiki_5k.npz, 1828340612
4, True, 1, AI_dataset\cosine_sim_mat_wiki_5k.npz, 104097243
6, False, 1, AI_dataset\cosine_sim_mat_wiki_5k.npz, 1797521111
8, False, 1, AI_dataset\cosine_sim_mat_wiki_5k.npz, 1025182092
7, True, 1, AI_dataset\cosine_sim_mat_wiki_5k.npz, 376373332
7, False, 1, AI_dataset\cosine_sim_mat_wiki_5k.npz, 1845157411
6, False, 1, AI_dataset\cosine_sim_mat_wiki_5k.npz, 848422036
3, True, 1, AI_dataset\cosine_sim_mat_wiki_5k.npz, 579044373
8, False, 1, AI_dataset\cosine_sim_mat_wiki_5k.npz, 1033410582
5, False, 1, AI_dataset\cosine_sim_mat_wiki_5k.npz, 1670350322
5, False, 1, AI_dataset\cosine_sim_mat_wiki_5k.npz, 1394349919
4, True, 1, AI_dataset\cosine_sim_mat_wiki_5k.npz, 2136277555
2, True, 1, AI_dataset\cosine_sim_mat_wiki_5k.npz, 1294371122
4, True, 1, AI_dataset\cosine_sim_mat_wiki_5k.npz, 1636493709
9, False, 1, AI_dataset\cosine_sim_mat_wiki_5k.npz, 1297718233
5, False, 1, AI_dataset\cosine_sim_mat_wiki_5k.npz, 1535615913
5, True, 1, AI_dataset\cosine_sim_mat_wiki_5k.npz, 1816558724
2, True, 1, AI_dataset\cosine_sim_mat_wiki_5k.npz, 1903472105
5, True, 1, AI_dataset\cosine_sim_mat_wiki_5k.npz, 1045060659
6, False, 1, AI_dataset\cosine_sim_mat_wiki_5k.npz, 1878126014
3, True, 1, AI_dataset\cosine_sim_mat_wiki_5k.npz, 1789197278
6, True, 1, AI_dataset\cosine_sim_mat_wiki_5k.npz, 1387879869
1, True, 1, AI_dataset\path_sim_mat.npz, 684123719
7, False, 1, AI_dataset\path_sim_mat.npz, 2071527080
3, True, 1, AI_dataset\path_sim_mat.npz, 791206870
8, True, 1, AI_dataset\path_sim_mat.npz, 168148855
2, True, 1, AI_dataset\path_sim_mat.npz, 2098176411
4, True, 1, AI_dataset\path_sim_mat.npz, 1552589868
7, False, 1, AI_dataset\path_sim_mat.npz, 1791959010
7, False, 1, AI_dataset\path_sim_mat.npz, 1640505439
7, True, 1, AI_dataset\path_sim_mat.npz, 59213283
3, True, 1, AI_dataset\path_sim_mat.npz, 1316328535
5, True, 1, AI_dataset\path_sim_mat.npz, 528326654
9, False, 1, AI_dataset\path_sim_mat.npz, 1847041927
6, False, 1, AI_dataset\path_sim_mat.npz, 1074861101
6, False, 1, AI_dataset\path_sim_mat.npz, 1014755017
7, True, 1, AI_dataset\path_sim_mat.npz, 491726963
6, False, 1, AI_dataset\path_sim_mat.npz, 1124371902
7, False, 1, AI_dataset\path_sim_mat.npz, 1454052902
5, False, 1, AI_dataset\path_sim_mat.npz, 1325849314
8, False, 1, AI_dataset\path_sim_mat.npz, 857913520
4, True, 1, AI_dataset\path_sim_mat.npz, 586881948
8, True, 1, AI_dataset\path_sim_mat.npz, 1147692259
6, True, 1, AI_dataset\path_sim_mat.npz, 326250681
7, False, 1, AI_dataset\path_sim_mat.npz, 1700809719
5, True, 1, AI_dataset\path_sim_mat.npz, 1514902956
8, False, 1, AI_dataset\path_sim_mat.npz, 1605514246
3, True, 1, AI_dataset\path_sim_mat.npz, 405277696
6, True, 1, AI_dataset\path_sim_mat.npz, 1646547686
5, True, 1, AI_dataset\path_sim_mat.npz, 229125495
7, False, 1, AI_dataset\path_sim_mat.npz, 1636091947
7, False, 1, AI_dataset\path_sim_mat.npz, 2407312
5, True, 1, AI_dataset\path_sim_mat.npz, 1210288894
7, False, 1, AI_dataset\path_sim_mat.npz, 1382904242
7, False, 1, AI_dataset\path_sim_mat.npz, 2027607240
7, True, 1, AI_dataset\path_sim_mat.npz, 242373123
7, False, 1, AI_dataset\path_sim_mat.npz, 609133362
7, False, 1, AI_dataset\path_sim_mat.npz, 2119193190
9, False, 1, AI_dataset\path_sim_mat.npz, 1335807137
7, False, 1, AI_dataset\path_sim_mat.npz, 927573567
7, True, 1, AI_dataset\path_sim_mat.npz, 1206355437
3, True, 1, AI_dataset\path_sim_mat.npz, 527913729
4, False, 1, AI_dataset\path_sim_mat.npz, 156845561
8, False, 1, AI_dataset\path_sim_mat.npz, 2018682315
8, True, 1, AI_dataset\path_sim_mat.npz, 284069864
5, False, 1, AI_dataset\path_sim_mat.npz, 82352826
8, False, 1, AI_dataset\path_sim_mat.npz, 1503603751
9, True, 1, AI_dataset\path_sim_mat.npz, 576010381
5, False, 1, AI_dataset\path_sim_mat.npz, 662873198
2, True, 1, AI_dataset\path_sim_mat.npz, 1548364440
7, True, 1, AI_dataset\path_sim_mat.npz, 952875566
7, False, 1, AI_dataset\path_sim_mat.npz, 12609034
5, False, 1, AI_dataset\path_sim_mat.npz, 1428325498
4, True, 1, AI_dataset\path_sim_mat.npz, 939597277
7, False, 1, AI_dataset\path_sim_mat.npz, 1232297060
6, False, 1, AI_dataset\path_sim_mat.npz, 497532589
5, False, 1, AI_dataset\path_sim_mat.npz, 265339004
5, True, 1, AI_dataset\path_sim_mat.npz, 1691500766
7, False, 1, AI_dataset\path_sim_mat.npz, 971959403
6, False, 1, AI_dataset\path_sim_mat.npz, 508943881
7, False, 1, AI_dataset\path_sim_mat.npz, 1877381813
6, True, 1, AI_dataset\path_sim_mat.npz, 340190899
7, False, 1, AI_dataset\path_sim_mat.npz, 1391970365
8, True, 1, AI_dataset\path_sim_mat.npz, 765837590
7, False, 1, AI_dataset\path_sim_mat.npz, 1462465741
8, False, 1, AI_dataset\path_sim_mat.npz, 1166543836
6, False, 1, AI_dataset\path_sim_mat.npz, 972227709
8, False, 1, AI_dataset\path_sim_mat.npz, 135445518
6, True, 1, AI_dataset\path_sim_mat.npz, 219591231
7, True, 1, AI_dataset\path_sim_mat.npz, 862655386
6, False, 1, AI_dataset\path_sim_mat.npz, 441885995
8, False, 1, AI_dataset\path_sim_mat.npz, 841157107
10, False, 1, AI_dataset\path_sim_mat.npz, 625767457
11, False, 1, AI_dataset\path_sim_mat.npz, 208321982
3, True, 1, AI_dataset\path_sim_mat.npz, 118432383
4, True, 1, AI_dataset\path_sim_mat.npz, 136363860
8, False, 1, AI_dataset\path_sim_mat.npz, 637590266
4, True, 1, AI_dataset\path_sim_mat.npz, 1492101
9, False, 1, AI_dataset\path_sim_mat.npz, 369766237
7, False, 1, AI_dataset\path_sim_mat.npz, 805115125
8, False, 1, AI_dataset\path_sim_mat.npz, 848351209
3, True, 1, AI_dataset\path_sim_mat.npz, 8950865
1, True, 1, AI_dataset\path_sim_mat.npz, 1479618486
3, True, 1, AI_dataset\path_sim_mat.npz, 1196232010
8, False, 1, AI_dataset\path_sim_mat.npz, 1346684992
8, False, 1, AI_dataset\path_sim_mat.npz, 1408475657
1, True, 1, AI_dataset\path_sim_mat.npz, 2069935647
5, False, 1, AI_dataset\path_sim_mat.npz, 1461212992
6, False, 1, AI_dataset\path_sim_mat.npz, 1705227341
1, True, 1, AI_dataset\path_sim_mat.npz, 1535850910
6, True, 1, AI_dataset\path_sim_mat.npz, 640920210
8, False, 1, AI_dataset\path_sim_mat.npz, 2816741
8, False, 1, AI_dataset\path_sim_mat.npz, 1132018350
7, False, 1, AI_dataset\path_sim_mat.npz, 2073153294
7, False, 1, AI_dataset\path_sim_mat.npz, 272165498
2, True, 1, AI_dataset\path_sim_mat.npz, 514304338
6, True, 1, AI_dataset\path_sim_mat.npz, 1034532408
5, True, 1, AI_dataset\path_sim_mat.npz, 972388697
5, True, 1, AI_dataset\path_sim_mat.npz, 1204165679
7, True, 1, AI_dataset\path_sim_mat.npz, 580545089
7, False, 1, AI_dataset\path_sim_mat.npz, 1723285842
5, False, 1, AI_dataset\path_sim_mat.npz, 1635476785
5, True, 1, AI_dataset\path_sim_mat.npz, 496524771
6, False, 1, AI_dataset\path_sim_mat.npz, 1703590921
7, False, 1, AI_dataset\path_sim_mat.npz, 1418768206
5, False, 1, AI_dataset\path_sim_mat.npz, 1515176449
7, False, 1, AI_dataset\path_sim_mat.npz, 1141069874
6, True, 1, AI_dataset\path_sim_mat.npz, 2109976126
10, False, 1, AI_dataset\path_sim_mat.npz, 1684773707
5, True, 1, AI_dataset\path_sim_mat.npz, 1757200421
9, False, 1, AI_dataset\path_sim_mat.npz, 1941556842
6, True, 1, AI_dataset\path_sim_mat.npz, 145388732
2, True, 1, AI_dataset\path_sim_mat.npz, 1425219783
6, False, 1, AI_dataset\path_sim_mat.npz, 1353460985
3, True, 1, AI_dataset\path_sim_mat.npz, 1255751733
2, True, 1, AI_dataset\path_sim_mat.npz, 158255993
3, True, 1, AI_dataset\path_sim_mat.npz, 171172454
4, True, 1, AI_dataset\path_sim_mat.npz, 1734888797
8, True, 1, AI_dataset\path_sim_mat.npz, 1877742982
6, True, 1, AI_dataset\path_sim_mat.npz, 1866614742
1, True, 1, AI_dataset\path_sim_mat.npz, 934501426
6, False, 1, AI_dataset\path_sim_mat.npz, 1510411710
7, False, 1, AI_dataset\path_sim_mat.npz, 824048031
5, True, 1, AI_dataset\path_sim_mat.npz, 547741826
9, False, 1, AI_dataset\path_sim_mat.npz, 1752179613
6, False, 1, AI_dataset\path_sim_mat.npz, 1916264667
2, True, 1, AI_dataset\path_sim_mat.npz, 1825109810
8, False, 1, AI_dataset\path_sim_mat.npz, 1713666091
4, False, 1, AI_dataset\path_sim_mat.npz, 51024196
8, True, 1, AI_dataset\path_sim_mat.npz, 184816848
1, True, 1, AI_dataset\path_sim_mat.npz, 1844545694
5, False, 1, AI_dataset\path_sim_mat.npz, 1173831129
6, True, 1, AI_dataset\path_sim_mat.npz, 265253285
6, False, 1, AI_dataset\path_sim_mat.npz, 1098993063
9, True, 1, AI_dataset\path_sim_mat.npz, 1148990633
7, False, 1, AI_dataset\path_sim_mat.npz, 338395644
7, True, 1, AI_dataset\path_sim_mat.npz, 767709121
5, True, 1, AI_dataset\path_sim_mat.npz, 1621953429
7, False, 1, AI_dataset\path_sim_mat.npz, 999011158
3, True, 1, AI_dataset\path_sim_mat.npz, 1614516662
6, True, 1, AI_dataset\path_sim_mat.npz, 293619689
2, True, 1, AI_dataset\path_sim_mat.npz, 1933967667
6, False, 1, AI_dataset\path_sim_mat.npz, 704565170
5, False, 1, AI_dataset\path_sim_mat.npz, 595198059
2, True, 1, AI_dataset\path_sim_mat.npz, 2047779251
2, True, 1, AI_dataset\path_sim_mat.npz, 1786374822
7, True, 1, AI_dataset\path_sim_mat.npz, 1434156261
8, False, 1, AI_dataset\path_sim_mat.npz, 516247099
7, False, 1, AI_dataset\path_sim_mat.npz, 1279733448
7, False, 1, AI_dataset\path_sim_mat.npz, 1769149032
7, False, 1, AI_dataset\path_sim_mat.npz, 1037863138
5, True, 1, AI_dataset\path_sim_mat.npz, 1721349401
8, False, 1, AI_dataset\path_sim_mat.npz, 1267839519
10, False, 1, AI_dataset\path_sim_mat.npz, 773536068
5, False, 1, AI_dataset\path_sim_mat.npz, 337844998
7, True, 1, AI_dataset\path_sim_mat.npz, 1176848085
8, False, 1, AI_dataset\path_sim_mat.npz, 1655245782
8, True, 1, AI_dataset\path_sim_mat.npz, 1424707804
7, False, 1, AI_dataset\path_sim_mat.npz, 437442335
3, True, 1, AI_dataset\path_sim_mat.npz, 683053953
2, True, 1, AI_dataset\path_sim_mat.npz, 1956694866
4, False, 1, AI_dataset\path_sim_mat.npz, 1714380971
6, False, 1, AI_dataset\path_sim_mat.npz, 1934660607
6, True, 1, AI_dataset\path_sim_mat.npz, 853606423
6, False, 1, AI_dataset\path_sim_mat.npz, 1518522636
4, False, 1, AI_dataset\path_sim_mat.npz, 1532354399
8, False, 1, AI_dataset\path_sim_mat.npz, 200886501
4, True, 1, AI_dataset\path_sim_mat.npz, 2095351138
10, False, 1, AI_dataset\path_sim_mat.npz, 884624786
1, True, 1, AI_dataset\path_sim_mat.npz, 686404965
6, True, 1, AI_dataset\path_sim_mat.npz, 599446402
9, False, 1, AI_dataset\path_sim_mat.npz, 479809584
6, True, 1, AI_dataset\path_sim_mat.npz, 1273313578
5, False, 1, AI_dataset\path_sim_mat.npz, 976595215
8, False, 1, AI_dataset\path_sim_mat.npz, 744814226
6, False, 1, AI_dataset\path_sim_mat.npz, 2054105700
2, True, 1, AI_dataset\path_sim_mat.npz, 1990179727
7, False, 1, AI_dataset\path_sim_mat.npz, 368202043
8, False, 1, AI_dataset\path_sim_mat.npz, 698478564
5, False, 1, AI_dataset\path_sim_mat.npz, 1709599116
7, False, 1, AI_dataset\path_sim_mat.npz, 1611239789
9, False, 1, AI_dataset\path_sim_mat.npz, 1705274521
5, False, 1, AI_dataset\path_sim_mat.npz, 1865007274
4, True, 1, AI_dataset\path_sim_mat.npz, 440492130
6, False, 1, AI_dataset\path_sim_mat.npz, 931448092
4, False, 1, AI_dataset\path_sim_mat.npz, 906339410
9, False, 1, AI_dataset\path_sim_mat.npz, 1708786041
4, True, 1, AI_dataset\path_sim_mat.npz, 676632814
8, False, 1, AI_dataset\path_sim_mat.npz, 87276505
6, True, 1, AI_dataset\path_sim_mat.npz, 1287130059
7, True, 1, AI_dataset\path_sim_mat.npz, 332198286
7, False, 1, AI_dataset\path_sim_mat.npz, 455952300
7, False, 1, AI_dataset\path_sim_mat.npz, 1883661116
6, False, 1, AI_dataset\path_sim_mat.npz, 2122416287
6, False, 1, AI_dataset\path_sim_mat.npz, 2083218770
7, False, 1, AI_dataset\path_sim_mat.npz, 532988963
1, True, 1, AI_dataset\path_sim_mat.npz, 448966742
8, False, 1, AI_dataset\path_sim_mat.npz, 1017608059
8, False, 1, AI_dataset\path_sim_mat.npz, 364206327
7, False, 1, AI_dataset\path_sim_mat.npz, 823575158
3, True, 1, AI_dataset\path_sim_mat.npz, 1793475496
9, False, 1, AI_dataset\path_sim_mat.npz, 458655465
5, True, 1, AI_dataset\path_sim_mat.npz, 403362707
7, True, 1, AI_dataset\path_sim_mat.npz, 763233998
3, True, 1, AI_dataset\path_sim_mat.npz, 630502774
7, False, 1, AI_dataset\path_sim_mat.npz, 1002092496
8, False, 1, AI_dataset\path_sim_mat.npz, 1432674063
5, True, 1, AI_dataset\path_sim_mat.npz, 536584959
2, True, 1, AI_dataset\path_sim_mat.npz, 113071484
6, True, 1, AI_dataset\path_sim_mat.npz, 639349866
8, True, 1, AI_dataset\path_sim_mat.npz, 1137416362
7, True, 1, AI_dataset\path_sim_mat.npz, 254855284
6, False, 1, AI_dataset\path_sim_mat.npz, 337281534
5, True, 1, AI_dataset\path_sim_mat.npz, 796547245
5, True, 1, AI_dataset\path_sim_mat.npz, 493912333
5, True, 1, AI_dataset\path_sim_mat.npz, 1690261358
5, True, 1, AI_dataset\path_sim_mat.npz, 2083981830
6, False, 1, AI_dataset\path_sim_mat.npz, 6357527
7, True, 1, AI_dataset\path_sim_mat.npz, 1099282049
10, False, 1, AI_dataset\path_sim_mat.npz, 1677294348
6, True, 1, AI_dataset\path_sim_mat.npz, 2100770471
7, False, 1, AI_dataset\path_sim_mat.npz, 1616624680
6, True, 1, AI_dataset\path_sim_mat.npz, 1538028518
6, True, 1, AI_dataset\path_sim_mat.npz, 2134188088
9, True, 1, AI_dataset\path_sim_mat.npz, 1696251944
4, True, 1, AI_dataset\path_sim_mat.npz, 455337404
1, True, 1, AI_dataset\path_sim_mat.npz, 1866489504
3, True, 1, AI_dataset\path_sim_mat.npz, 1541602398
6, True, 1, AI_dataset\path_sim_mat.npz, 74790506
5, False, 1, AI_dataset\path_sim_mat.npz, 108985696
3, True, 1, AI_dataset\path_sim_mat.npz, 22806697
2, True, 1, AI_dataset\path_sim_mat.npz, 635731936
7, True, 1, AI_dataset\path_sim_mat.npz, 380733588
1, True, 1, AI_dataset\path_sim_mat.npz, 543492068
1, True, 1, AI_dataset\path_sim_mat.npz, 292650046
5, True, 1, AI_dataset\path_sim_mat.npz, 602578912
7, False, 1, AI_dataset\path_sim_mat.npz, 2099750809
6, True, 1, AI_dataset\path_sim_mat.npz, 378107738
8, False, 1, AI_dataset\path_sim_mat.npz, 759120137
6, False, 1, AI_dataset\path_sim_mat.npz, 1083396792
6, False, 1, AI_dataset\path_sim_mat.npz, 1969078141
8, False, 1, AI_dataset\path_sim_mat.npz, 324193626
6, False, 1, AI_dataset\path_sim_mat.npz, 1618466265
6, False, 1, AI_dataset\path_sim_mat.npz, 1019987559
8, False, 1, AI_dataset\path_sim_mat.npz, 1337411724
5, False, 1, AI_dataset\path_sim_mat.npz, 386018165
8, False, 1, AI_dataset\path_sim_mat.npz, 173106540
8, True, 1, AI_dataset\path_sim_mat.npz, 388548985
5, True, 1, AI_dataset\path_sim_mat.npz, 1464261785
7, False, 1, AI_dataset\path_sim_mat.npz, 1035216454
7, False, 1, AI_dataset\path_sim_mat.npz, 974200336
3, True, 1, AI_dataset\path_sim_mat.npz, 529450983
7, False, 1, AI_dataset\path_sim_mat.npz, 1565515385
7, False, 1, AI_dataset\path_sim_mat.npz, 1782039061
8, False, 1, AI_dataset\path_sim_mat.npz, 1410169280
2, True, 1, AI_dataset\path_sim_mat.npz, 833774985
4, True, 1, AI_dataset\path_sim_mat.npz, 592495410
3, True, 1, AI_dataset\path_sim_mat.npz, 1176310965
2, True, 1, AI_dataset\path_sim_mat.npz, 880351464
6, False, 1, AI_dataset\path_sim_mat.npz, 13829359
1, True, 1, AI_dataset\path_sim_mat.npz, 1004022083
6, False, 1, AI_dataset\path_sim_mat.npz, 455284506
9, False, 1, AI_dataset\path_sim_mat.npz, 1751428285
2, True, 1, AI_dataset\path_sim_mat.npz, 1006446826
10, False, 1, AI_dataset\path_sim_mat.npz, 1103781702
5, True, 1, AI_dataset\path_sim_mat.npz, 806576431
5, False, 1, AI_dataset\path_sim_mat.npz, 1287285293
8, False, 1, AI_dataset\path_sim_mat.npz, 1087686358
1, True, 1, AI_dataset\path_sim_mat.npz, 1006883161
7, False, 1, AI_dataset\path_sim_mat.npz, 1825948365
4, True, 1, AI_dataset\path_sim_mat.npz, 1679966882
6, False, 1, AI_dataset\path_sim_mat.npz, 2065592372
6, False, 1, AI_dataset\path_sim_mat.npz, 374866720
6, False, 1, AI_dataset\path_sim_mat.npz, 751520997
1, True, 1, AI_dataset\path_sim_mat.npz, 615028379
8, False, 1, AI_dataset\path_sim_mat.npz, 991903968
8, False, 1, AI_dataset\path_sim_mat.npz, 2052013242
8, False, 1, AI_dataset\path_sim_mat.npz, 694767287
8, False, 1, AI_dataset\path_sim_mat.npz, 215278142
1, True, 1, AI_dataset\path_sim_mat.npz, 693369938
7, True, 1, AI_dataset\path_sim_mat.npz, 1828340612
5, False, 1, AI_dataset\path_sim_mat.npz, 104097243
5, False, 1, AI_dataset\path_sim_mat.npz, 1797521111
1, True, 1, AI_dataset\path_sim_mat.npz, 1025182092
8, True, 1, AI_dataset\path_sim_mat.npz, 376373332
9, False, 1, AI_dataset\path_sim_mat.npz, 1845157411
2, True, 1, AI_dataset\path_sim_mat.npz, 848422036
7, False, 1, AI_dataset\path_sim_mat.npz, 579044373
8, True, 1, AI_dataset\path_sim_mat.npz, 1033410582
7, False, 1, AI_dataset\path_sim_mat.npz, 1670350322
5, True, 1, AI_dataset\path_sim_mat.npz, 1394349919
9, True, 1, AI_dataset\path_sim_mat.npz, 2136277555
7, False, 1, AI_dataset\path_sim_mat.npz, 1294371122
4, True, 1, AI_dataset\path_sim_mat.npz, 1636493709
8, True, 1, AI_dataset\path_sim_mat.npz, 1297718233
5, True, 1, AI_dataset\path_sim_mat.npz, 1535615913
5, True, 1, AI_dataset\path_sim_mat.npz, 1816558724
8, False, 1, AI_dataset\path_sim_mat.npz, 1903472105
4, True, 1, AI_dataset\path_sim_mat.npz, 1045060659
7, True, 1, AI_dataset\path_sim_mat.npz, 1878126014
6, True, 1, AI_dataset\path_sim_mat.npz, 1789197278
6, False, 1, AI_dataset\path_sim_mat.npz, 1387879869
7, True, 1, AI_dataset\path_sim_mat_wiki_10k.npz, 684123719
6, True, 1, AI_dataset\path_sim_mat_wiki_10k.npz, 2071527080
3, False, 1, AI_dataset\path_sim_mat_wiki_10k.npz, 791206870
3, True, 1, AI_dataset\path_sim_mat_wiki_10k.npz, 168148855
6, False, 1, AI_dataset\path_sim_mat_wiki_10k.npz, 2098176411
7, False, 1, AI_dataset\path_sim_mat_wiki_10k.npz, 1552589868
6, False, 1, AI_dataset\path_sim_mat_wiki_10k.npz, 1791959010
4, True, 1, AI_dataset\path_sim_mat_wiki_10k.npz, 1640505439
3, True, 1, AI_dataset\path_sim_mat_wiki_10k.npz, 59213283
9, False, 1, AI_dataset\path_sim_mat_wiki_10k.npz, 1316328535
7, False, 1, AI_dataset\path_sim_mat_wiki_10k.npz, 528326654
7, False, 1, AI_dataset\path_sim_mat_wiki_10k.npz, 1847041927
7, False, 1, AI_dataset\path_sim_mat_wiki_10k.npz, 1074861101
6, False, 1, AI_dataset\path_sim_mat_wiki_10k.npz, 1014755017
7, False, 1, AI_dataset\path_sim_mat_wiki_10k.npz, 491726963
3, True, 1, AI_dataset\path_sim_mat_wiki_10k.npz, 1124371902
6, False, 1, AI_dataset\path_sim_mat_wiki_10k.npz, 1454052902
4, True, 1, AI_dataset\path_sim_mat_wiki_10k.npz, 1325849314
7, False, 1, AI_dataset\path_sim_mat_wiki_10k.npz, 857913520
6, True, 1, AI_dataset\path_sim_mat_wiki_10k.npz, 586881948
8, False, 1, AI_dataset\path_sim_mat_wiki_10k.npz, 1147692259
9, False, 1, AI_dataset\path_sim_mat_wiki_10k.npz, 326250681
7, True, 1, AI_dataset\path_sim_mat_wiki_10k.npz, 1700809719
9, True, 1, AI_dataset\path_sim_mat_wiki_10k.npz, 1514902956
7, False, 1, AI_dataset\path_sim_mat_wiki_10k.npz, 1605514246
8, True, 1, AI_dataset\path_sim_mat_wiki_10k.npz, 405277696
5, False, 1, AI_dataset\path_sim_mat_wiki_10k.npz, 1646547686
5, False, 1, AI_dataset\path_sim_mat_wiki_10k.npz, 229125495
3, True, 1, AI_dataset\path_sim_mat_wiki_10k.npz, 1636091947
7, True, 1, AI_dataset\path_sim_mat_wiki_10k.npz, 2407312
8, False, 1, AI_dataset\path_sim_mat_wiki_10k.npz, 1210288894
6, False, 1, AI_dataset\path_sim_mat_wiki_10k.npz, 1382904242
5, True, 1, AI_dataset\path_sim_mat_wiki_10k.npz, 2027607240
7, False, 1, AI_dataset\path_sim_mat_wiki_10k.npz, 242373123
5, True, 1, AI_dataset\path_sim_mat_wiki_10k.npz, 609133362
2, True, 1, AI_dataset\path_sim_mat_wiki_10k.npz, 2119193190
4, True, 1, AI_dataset\path_sim_mat_wiki_10k.npz, 1335807137
6, True, 1, AI_dataset\path_sim_mat_wiki_10k.npz, 927573567
7, False, 1, AI_dataset\path_sim_mat_wiki_10k.npz, 1206355437
2, True, 1, AI_dataset\path_sim_mat_wiki_10k.npz, 527913729
5, True, 1, AI_dataset\path_sim_mat_wiki_10k.npz, 156845561
3, True, 1, AI_dataset\path_sim_mat_wiki_10k.npz, 2018682315
4, True, 1, AI_dataset\path_sim_mat_wiki_10k.npz, 284069864
9, False, 1, AI_dataset\path_sim_mat_wiki_10k.npz, 82352826
7, False, 1, AI_dataset\path_sim_mat_wiki_10k.npz, 1503603751
4, True, 1, AI_dataset\path_sim_mat_wiki_10k.npz, 576010381
